,PARTIDO,fraccion,radio,hogar,LOCALIDA,CANPER,CANPERM3,CANPEREV,TIPOVIVI,COCHERA,AUTO,BICICLET,CICLOMO,MOTO,CANAUTOS,OTIPOVIV,z_cocherasino,z_tieneciclomo,z_tienemoto,z_tieneauto,wt1,z_gastoco2,z_gastoma2,z_Quintil_ing_per_capita_AD_EQUIV,IDH
8787,Moron,16.0,8.0,061,CASTELAR,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,189.17633056640625,0.0,0.0,4.0,10284.0
8788,La Matanza,10.0,15.0,051,LA TABLADA,3.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,267.45703125,0.0,0.0,2.0,10285.0
8789,Lomas de Zamora,20.0,5.0,003,LOMAS DE ZAMORA,4.0,4.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,172.6029052734375,0.0,0.0,1.0,10286.0
8790,Alte. Brown,3.0,3.0,017,BARRIO SAN JOSE,5.0,5.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,111.97924041748047,0.0,0.0,4.0,10287.0
8791,La Matanza,9.0,5.0,031,VILLA MADERO,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,268.45068359375,0.0,0.0,3.0,10288.0
8792,La Matanza,10.0,15.0,030,LA TABLADA,3.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,255.25820922851562,353.214285714286,208.979591836735,1.0,10289.0
8793,La Matanza,20.0,20.0,010,CIUDAD EVITA,3.0,3.0,0.0,Casa,0.0,No,4.0,No tiene,No tiene,No tiene,,No,No,No,No,258.48504638671875,0.0,0.0,4.0,10290.0
8794,La Matanza,20.0,20.0,051,CIUDAD EVITA,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,263.6929931640625,280.961538461538,260.921132457027,3.0,10291.0
8795,Moreno,5.0,6.0,020,CUARTEL V,7.0,7.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,249.6837615966797,200.0,138.375,2.0,10292.0
8796,E. Echeverria,6.0,18.0,071,MONTE GRANDE,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,236.73387145996094,0.0,0.0,4.0,10293.0
8797,Alte. Brown,9.0,18.0,019,BURZACO,4.0,4.0,0.0,Casa,0.0,No,3.0,No tiene,No tiene,No tiene,,No,No,No,No,64.77001953125,0.0,0.0,1.0,10294.0
8798,Lomas de Zamora,20.0,5.0,015,LOMAS DE ZAMORA,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,201.057861328125,0.0,0.0,3.0,10295.0
8799,Quilmes,2.0,7.0,017,EZPELETA,4.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,242.2550506591797,0.0,0.0,2.0,10296.0
8800,Lomas de Zamora,20.0,5.0,014,LOMAS DE ZAMORA,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,185.23541259765625,400.0,530.0,3.0,10297.0
8801,La Matanza,20.0,20.0,061,CIUDAD EVITA,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,242.57260131835938,268.8,208.979591836735,3.0,10298.0
8802,Moreno,5.0,6.0,060,CUARTEL V,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,175.24293518066406,0.0,0.0,4.0,10299.0
8803,Alte. Brown,9.0,18.0,026,BURZACO,4.0,3.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,64.77001953125,200.0,100.0,2.0,10300.0
8804,Lomas de Zamora,8.0,5.0,029,BANFIELD,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,1.0,2.0,,No,No,Si,Si,139.4583740234375,400.0,575.0,5.0,10301.0
8805,La Matanza,20.0,20.0,060,CIUDAD EVITA,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,255.3959503173828,268.8,208.979591836735,2.0,10302.0
8806,La Matanza,9.0,5.0,020,VILLA MADERO,5.0,4.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,276.18804931640625,0.0,0.0,1.0,10303.0
8807,Alte. Brown,3.0,3.0,021,BARRIO SAN JOSE,6.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,No tiene,,Si,No,Si,No,95.45177459716797,200.0,50.0,2.0,10304.0
8808,Alte. Brown,4.0,1.0,021,BARRIO SAN JOSE,7.0,7.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,325.0874938964844,0.0,0.0,2.0,10305.0
8809,Alte. Brown,9.0,18.0,002,BURZACO,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,68.0797119140625,0.0,0.0,1.0,10306.0
8810,Escobar,3.0,16.0,030,BELEN DE ESCOBAR,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,124.78083801269531,0.0,0.0,3.0,10307.0
8811,General San Martin,13.0,11.0,020,VILLA GENERAL LAS HERAS,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,206.66168212890625,0.0,0.0,3.0,10308.0
8812,Lomas de Zamora,20.0,5.0,012,LOMAS DE ZAMORA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,193.05230712890625,0.0,0.0,2.0,10309.0
8813,Alte. Brown,3.0,3.0,016,BARRIO SAN JOSE,6.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,106.99443054199219,120.0,149.479338842975,2.0,10310.0
8814,Alte. Brown,9.0,18.0,018,BURZACO,4.0,4.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,53.0108757019043,200.0,200.0,4.0,10311.0
8815,Quilmes,2.0,7.0,001,EZPELETA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,308.2455139160156,0.0,0.0,2.0,10312.0
8816,Lomas de Zamora,20.0,5.0,005,LOMAS DE ZAMORA,4.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,1.0,No tiene,,No,No,Si,No,163.50360107421875,0.0,0.0,2.0,10313.0
8817,Moreno,5.0,6.0,080,CUARTEL V,5.0,5.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,166.04188537597656,0.0,0.0,3.0,10314.0
8818,Quilmes,2.0,7.0,013,EZPELETA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,227.9108428955078,231.388888888889,149.479338842975,2.0,10315.0
8819,La Matanza,25.0,14.0,052,ISIDRO CASANOVA,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,1.0,1.0,,No,No,Si,Si,272.2300109863281,225.0,458.831395348837,4.0,10316.0
8820,Alte. Brown,11.0,2.0,022,RAFAEL CALZADA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,93.19054412841797,0.0,0.0,4.0,10317.0
8821,La Matanza,6.0,17.0,011,VILLA MADERO,1.0,1.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,146.40721130371094,0.0,0.0,3.0,10318.0
8822,Escobar,3.0,16.0,040,BELEN DE ESCOBAR,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,144.34954833984375,380.0,138.375,2.0,10319.0
8823,Alte. Brown,11.0,2.0,017,RAFAEL CALZADA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,No tiene,,Si,No,Si,No,120.66857147216797,0.0,0.0,2.0,10320.0
8824,Quilmes,2.0,7.0,019,EZPELETA,6.0,5.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,245.7175750732422,0.0,0.0,4.0,10321.0
8825,La Matanza,6.0,17.0,005,VILLA MADERO,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,146.40721130371094,0.0,0.0,5.0,10322.0
8826,Moreno,5.0,6.0,051,CUARTEL V,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,175.676513671875,0.0,0.0,5.0,10323.0
8827,La Matanza,6.0,17.0,020,VILLA MADERO,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,85.22432708740234,0.0,0.0,2.0,10324.0
8828,Moreno,5.0,6.0,031,CUARTEL V,4.0,4.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,188.2880401611328,313.061224489796,149.479338842975,2.0,10325.0
8829,Escobar,3.0,16.0,050,BELEN DE ESCOBAR,4.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,142.02047729492188,0.0,0.0,1.0,10326.0
8830,General San Martin,13.0,11.0,021,VILLA GENERAL LAS HERAS,7.0,5.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,309.0039367675781,200.0,208.979591836735,3.0,10327.0
8831,Hurlingham,4.0,12.0,003,VILLA TESSEI,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,239.57347106933594,0.0,0.0,4.0,10328.0
8832,Florencio Varela,6.0,10.0,022,FLORENCIO VARELA,3.0,3.0,1.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,105.29324340820312,200.0,200.0,4.0,10329.0
8833,Hurlingham,4.0,12.0,030,VILLA TESSEI,4.0,4.0,0.0,Casa,1.0,Si,1.0,1.0,1.0,1.0,,Si,Si,Si,Si,318.9029846191406,200.0,300.0,1.0,10330.0
8834,La Matanza,6.0,17.0,008,VILLA MADERO,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,112.34228515625,241.25,208.979591836735,1.0,10331.0
8835,Moron,2.0,14.0,002,EL PALOMAR,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,188.42588806152344,224.076923076923,260.921132457027,3.0,10332.0
8836,Hurlingham,4.0,12.0,027,VILLA TESSEI,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,309.9176025390625,300.0,300.0,4.0,10333.0
8837,Alte. Brown,11.0,2.0,030,RAFAEL CALZADA,6.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,147.77012634277344,214.444444444444,208.979591836735,5.0,10334.0
8838,Cap. Fed. DE 07,13.0,9.0,026,ALMAGRO,4.0,4.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,413.0141906738281,0.0,0.0,4.0,10335.0
8839,General San Martin,14.0,2.0,026,SAN ANDRES,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,147.20394897460938,0.0,0.0,2.0,10336.0
8840,Moron,2.0,14.0,014,EL PALOMAR,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,186.65127563476562,192.5,231.008771929825,3.0,10337.0
8841,Florencio Varela,6.0,10.0,013,FLORENCIO VARELA,4.0,4.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,94.3260269165039,0.0,0.0,1.0,10338.0
8842,La Matanza,9.0,4.0,011,VILLA MADERO,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,217.52378845214844,0.0,0.0,2.0,10339.0
8843,Cap. Fed. DE 02,26.0,1.0,105,BALVANERA,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,521.2169189453125,0.0,0.0,4.0,10340.0
8844,Alte. Brown,11.0,2.0,004,RAFAEL CALZADA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,126.87422180175781,0.0,0.0,3.0,10341.0
8845,Escobar,5.0,14.0,003,INGENIERO MASCHWITZ,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,95.56462860107422,0.0,0.0,2.0,10342.0
8846,General San Martin,14.0,2.0,012,SAN ANDRES,1.0,1.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,156.0337677001953,246.551724137931,441.921487603306,3.0,10343.0
8847,Escobar,5.0,14.0,005,INGENIERO MASCHWITZ,1.0,1.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,90.55471801757812,600.0,1200.0,5.0,10344.0
8848,La Matanza,9.0,4.0,020,VILLA MADERO,7.0,7.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,261.9679260253906,0.0,0.0,1.0,10345.0
8849,General San Martin,14.0,2.0,029,SAN ANDRES,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,119.87772369384766,500.0,200.0,4.0,10346.0
8850,Alte. Brown,11.0,2.0,023,RAFAEL CALZADA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,87.6280288696289,0.0,0.0,3.0,10347.0
8851,Escobar,5.0,14.0,029,INGENIERO MASCHWITZ,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,92.18846893310547,0.0,0.0,2.0,10348.0
8852,Escobar,5.0,14.0,025,INGENIERO MASCHWITZ,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,95.56462860107422,0.0,0.0,4.0,10349.0
8853,Cap. Fed. DE 02,26.0,1.0,102,BALVANERA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,421.50140380859375,0.0,0.0,2.0,10350.0
8854,Florencio Varela,6.0,10.0,010,FLORENCIO VARELA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,1.0,,Si,No,Si,Si,108.85377502441406,300.0,234.677419354839,3.0,10351.0
8855,General San Martin,14.0,2.0,013,SAN ANDRES,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,142.00343322753906,0.0,0.0,1.0,10352.0
8856,La Matanza,9.0,4.0,041,VILLA MADERO,8.0,7.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,308.1295166015625,0.0,0.0,1.0,10353.0
8857,Alte. Brown,11.0,2.0,002,RAFAEL CALZADA,4.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,117.8849105834961,0.0,0.0,1.0,10354.0
8858,Escobar,5.0,14.0,019,INGENIERO MASCHWITZ,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,78.02471160888672,298.493150684931,260.921132457027,2.0,10355.0
8859,General San Martin,14.0,2.0,021,SAN ANDRES,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,89.77632904052734,230.0,441.921487603306,2.0,10356.0
8860,Cap. Fed. DE 07,13.0,9.0,014,ALMAGRO,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,336.9440002441406,0.0,0.0,5.0,10357.0
8861,Tres de Febrero,9.0,12.0,017,CASEROS,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,171.6111297607422,200.0,300.0,3.0,10358.0
8862,Escobar,5.0,14.0,028,INGENIERO MASCHWITZ,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,59.91643524169922,0.0,0.0,2.0,10359.0
8863,Hurlingham,1.0,15.0,001,HURLINGHAM,6.0,5.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,1052.8133544921875,214.444444444444,260.921132457027,5.0,10360.0
8864,Florencio Varela,6.0,10.0,023,FLORENCIO VARELA,2.0,2.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,77.21988677978516,0.0,0.0,2.0,10361.0
8865,Florencio Varela,6.0,10.0,017,FLORENCIO VARELA,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,123.16303253173828,0.0,0.0,3.0,10362.0
8866,Florencio Varela,6.0,10.0,004,FLORENCIO VARELA,4.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,107.3988037109375,0.0,0.0,1.0,10363.0
8867,Florencio Varela,6.0,10.0,015,FLORENCIO VARELA,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,86.53018951416016,286.09375,260.921132457027,2.0,10364.0
8868,La Matanza,9.0,4.0,061,VILLA MADERO,5.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,227.69781494140625,0.0,0.0,2.0,10365.0
8869,Tres de Febrero,9.0,12.0,008,CASEROS,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,204.81387329101562,0.0,0.0,1.0,10366.0
8870,Moron,6.0,16.0,005,HAEDO,2.0,2.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,183.39108276367188,0.0,0.0,4.0,10367.0
8871,General San Martin,14.0,2.0,031,SAN ANDRES,5.0,4.0,0.0,Casa,0.0,Si,1.0,No tiene,1.0,No tiene,,No,No,Si,No,116.90213012695312,0.0,0.0,1.0,10368.0
8872,Cap. Fed. DE 19,4.0,5.0,012,SOLDATI,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,341.043212890625,0.0,0.0,5.0,10369.0
8873,Alte. Brown,11.0,2.0,011,RAFAEL CALZADA,5.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,129.7230987548828,0.0,0.0,1.0,10370.0
8874,Florencio Varela,6.0,10.0,001,FLORENCIO VARELA,4.0,4.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,111.7499771118164,0.0,305.165192926045,3.0,10371.0
8875,Escobar,5.0,14.0,001,INGENIERO MASCHWITZ,2.0,2.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,79.76712799072266,700.0,300.0,5.0,10372.0
8876,General San Martin,14.0,2.0,022,SAN ANDRES,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,116.98967742919922,60.0,100.0,4.0,10373.0
8877,Moreno,7.0,43.0,024,TRUJUI,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,89.18907165527344,0.0,0.0,1.0,10374.0
8878,Florencio Varela,6.0,10.0,009,FLORENCIO VARELA,4.0,4.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,107.3988037109375,0.0,260.921132457027,3.0,10375.0
8879,Escobar,5.0,14.0,027,INGENIERO MASCHWITZ,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,81.40087127685547,350.0,280.0,3.0,10376.0
8880,Alte. Brown,11.0,2.0,012,RAFAEL CALZADA,4.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,129.61106872558594,0.0,0.0,2.0,10377.0
8881,Cap. Fed. DE 19,4.0,5.0,017,SOLDATI,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,363.5298767089844,0.0,0.0,3.0,10378.0
8882,Florencio Varela,6.0,10.0,024,FLORENCIO VARELA,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,103.15599822998047,0.0,0.0,1.0,10379.0
8883,Moreno,7.0,43.0,021,MORENO,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,101.88807678222656,0.0,0.0,3.0,10380.0
8884,Florencio Varela,6.0,10.0,029,FLORENCIO VARELA,3.0,3.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,102.01118469238281,0.0,0.0,2.0,10381.0
8885,Merlo,9.0,26.0,013,PONTEVEDRA,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,73.60469055175781,0.0,0.0,4.0,10382.0
8886,Moreno,7.0,43.0,019,MORENO,5.0,5.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,74.9469223022461,0.0,0.0,2.0,10383.0
8887,Hurlingham,5.0,4.0,017,HURLINGHAM,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,325.4781494140625,0.0,0.0,2.0,10384.0
8888,Hurlingham,5.0,4.0,001,HURLINGHAM,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,309.98095703125,201.875,163.0,3.0,10385.0
8889,Merlo,9.0,26.0,015,PONTEVEDRA,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,108.1362075805664,0.0,0.0,1.0,10386.0
8890,Florencio Varela,6.0,10.0,008,FLORENCIO VARELA,7.0,6.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,1.0,,Si,No,Si,Si,119.2522201538086,325.0,658.333333333333,4.0,10387.0
8891,Hurlingham,5.0,4.0,007,HURLINGHAM,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,318.9456787109375,0.0,0.0,5.0,10388.0
8892,Vicente Lopez,11.0,14.0,015,FLORIDA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,620.0661010742188,316.666666666667,441.921487603306,5.0,10389.0
8893,Escobar,5.0,14.0,009,INGENIERO MASCHWITZ,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,1.0,1.0,,Si,No,Si,Si,63.76432418823242,100.0,70.0,2.0,10390.0
8894,Cap. Fed. DE 19,4.0,5.0,010,SOLDATI,3.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,2.0,,Si,No,No,Si,462.5528259277344,428.571428571429,1000.0,4.0,10391.0
8895,Lomas de Zamora,15.0,13.0,014,TURDERA,4.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,209.038330078125,0.0,0.0,3.0,10392.0
8896,Moreno,7.0,43.0,004,MORENO,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,72.67964172363281,0.0,0.0,5.0,10393.0
8897,Merlo,9.0,26.0,019,PONTEVEDRA,3.0,3.0,0.0,Casa,0.0,No,4.0,No tiene,No tiene,No tiene,,No,No,No,No,94.48108673095703,0.0,0.0,3.0,10394.0
8898,Lomas de Zamora,15.0,13.0,008,TURDERA,5.0,5.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,238.3370361328125,1000.0,441.921487603306,1.0,10395.0
8899,Vicente Lopez,11.0,14.0,004,FLORIDA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,762.9270629882812,286.09375,208.979591836735,2.0,10396.0
8900,Moreno,7.0,43.0,025,MORENO,1.0,1.0,0.0,Casilla/rancho aislado,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,105.87472534179688,0.0,0.0,4.0,10397.0
8901,Alte. Brown,11.0,2.0,015,RAFAEL CALZADA,3.0,3.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,117.09976959228516,0.0,0.0,1.0,10398.0
8902,Merlo,9.0,26.0,020,PONTEVEDRA,6.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,102.0029296875,0.0,0.0,1.0,10399.0
8903,Moreno,7.0,43.0,005,MORENO,1.0,1.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,109.34745025634766,0.0,0.0,3.0,10400.0
8904,Cap. Fed. DE 19,4.0,5.0,014,SOLDATI,3.0,3.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,525.2771606445312,380.0,200.0,5.0,10401.0
8905,Moreno,7.0,43.0,007,MORENO,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,105.87472534179688,0.0,0.0,5.0,10402.0
8906,Alte. Brown,11.0,2.0,010,RAFAEL CALZADA,4.0,4.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,111.56404876708984,0.0,0.0,3.0,10403.0
8907,Merlo,9.0,26.0,029,PONTEVEDRA,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,93.93310546875,0.0,0.0,1.0,10404.0
8908,Moreno,7.0,43.0,014,MORENO,5.0,5.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,86.30435180664062,0.0,0.0,1.0,10405.0
8909,Lomas de Zamora,15.0,13.0,010,TURDERA,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,174.6117706298828,316.666666666667,260.921132457027,5.0,10406.0
8910,Alte. Brown,11.0,2.0,013,RAFAEL CALZADA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,165.34349060058594,0.0,0.0,5.0,10407.0
8911,Cap. Fed. DE 19,4.0,5.0,027,SOLDATI,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,325.1591491699219,0.0,0.0,5.0,10408.0
8912,Escobar,5.0,14.0,002,INGENIERO MASCHWITZ,3.0,3.0,0.0,Casa,1.0,No,2.0,No tiene,No tiene,No tiene,,Si,No,No,No,88.32552337646484,0.0,0.0,2.0,10409.0
8913,Lomas de Zamora,15.0,13.0,021,TURDERA,5.0,5.0,0.0,Casa,1.0,Si,1.0,1.0,No tiene,1.0,,Si,Si,No,Si,266.4553527832031,200.0,199.166666666667,5.0,10410.0
8914,Lomas de Zamora,15.0,13.0,022,TURDERA,1.0,1.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,305.0440673828125,100.0,400.0,5.0,10411.0
