nform,nnper,nvj,IDPERV,origen,proposito,VF5,VF6,tiempoviaje,modoprincipal,codsegorigen,codsegproposito,wcal0_x,LATITUD_ORIGEN,LONGITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_DESTINO,PICO_HABIL,Intra_Inter,publico_privado,motorizado,duracion,distancia_manhattan,idviaje,IDPER,SEXO,INSE,INSE_RecF,wcal0_y,E10,EDAD,codseghogar,CODSEG,CODLOC,NOMBLOC
1591,2,4,15910204,2,Trabajo,18.25,"18,3",5.0,A pie hasta 10 cuadras,105101,105101.0,879.2865579,6136948.287643188,573795.3342096396,6136948.287643188,573795.3342096396,No,Intra,Privado,No Motorizado,5.0,0.0,159124,159102,Masculino,66,A+,879.2865579, ,51,124211,124211,1020,MONTEVIDEO
1591,2,5,15910205,2,Regreso al hogar/hogar,20.45,21,15.0,Taxi,105101,124211.0,879.2865579,6136948.287643188,573795.3342096396,6137030.490818729,577827.7836471711,No,Inter,Privado,Otro,15.0,4114.65261307254,159125,159102,Masculino,66,A+,879.2865579, ,51,124211,124211,1020,MONTEVIDEO
1594,1,1,15940101,1,Tramites personal,14.0,"14,3",30.0,Bus,124111,101104.0,87.69012261,6136883.706338536,577812.3924744164,6137350.57014676,573261.1000084342,No,Inter,Público,Motorizado,30.0,5018.156274206238,159411,159401,Masculino,53,A-,87.69012261,4,82,124111,124111,1020,MONTEVIDEO
1594,1,2,15940102,4,Regreso al hogar/hogar,16.0,"16,3",30.0,Bus,101104,124111.0,87.69012261,6137350.57014676,573261.1000084342,6136883.706338536,577812.3924744164,No,Inter,Público,Motorizado,30.0,5018.156274206238,159412,159401,Masculino,53,A-,87.69012261,4,82,124111,124111,1020,MONTEVIDEO
1594,2,1,15940201,1,Visitar a alguien,8.45,9,15.0,Taxi,124111,110040.0,87.69012261,6136883.706338536,577812.3924744164,6139248.226104698,581931.6812525152,Si,Inter,Privado,Otro,15.0,6483.808544260915,159421,159402,Femenino,53,A-,87.69012261,4,82,124111,124111,1020,MONTEVIDEO
1594,2,2,15940202,13,Regreso al hogar/hogar,17.0,"17,15",15.0,Auto pasajero,110040,124111.0,87.69012261,6139248.226104698,581931.6812525152,6136883.706338536,577812.3924744164,No,Inter,Privado,Motorizado,15.0,6483.808544260915,159422,159402,Femenino,53,A-,87.69012261,4,82,124111,124111,1020,MONTEVIDEO
1594,2,3,15940203,1,Otro,20.0,"20,3",30.0,Bus,124111,118321.0,87.69012261,6136883.706338536,577812.3924744164,6136907.31020124,576725.8145234114,No,Inter,Público,Motorizado,30.0,1110.1818137087394,159423,159402,Femenino,53,A-,87.69012261,4,82,124111,124111,1020,MONTEVIDEO
1594,2,4,15940204,16,Regreso al hogar/hogar,23.0,"23,05",5.0,Auto pasajero,118321,124111.0,87.69012261,6136907.31020124,576725.8145234114,6136883.706338536,577812.3924744164,No,Inter,Privado,Motorizado,5.0,1110.1818137087394,159424,159402,Femenino,53,A-,87.69012261,4,82,124111,124111,1020,MONTEVIDEO
1595,1,1,15950101,1,Trabajo,10.0,"10,3",30.0,Bus,118218,101104.0,508.5213044,6136283.072353227,576931.760341788,6137350.57014676,573261.1000084342,No,Inter,Público,Motorizado,30.0,4738.158126886701,159511,159501,Masculino,56,A-,508.5213044, ,35,118218,118218,1020,MONTEVIDEO
1595,1,2,15950102,2,Trabajo,13.36,"14,1",34.0,Bus,101104,110213.0,508.5213044,6137350.57014676,573261.1000084342,6139504.575068487,577786.4904701131,No,Inter,Público,Motorizado,34.0,6679.395383405848,159512,159501,Masculino,56,A-,508.5213044, ,35,118218,118218,1020,MONTEVIDEO
1595,1,3,15950103,2,Regreso al hogar/hogar,18.06,"18,3",24.0,Bus,110213,118218.0,508.5213044,6139504.575068487,577786.4904701131,6136283.072353227,576931.760341788,No,Inter,Público,Motorizado,24.0,4076.232843584963,159513,159501,Masculino,56,A-,508.5213044, ,35,118218,118218,1020,MONTEVIDEO
1597,1,1,15970101,1,Trabajo,7.0,"7,3",30.0,Auto conductor,314003,327122.0,74.16708094,6176603.141251344,603953.8239156866,6160561.884168484,600786.6063254342,Si,Inter,Privado,Motorizado,30.0,19208.47467311239,159711,159701,Masculino,62,A+,74.16708094, ,59,314003,314003,3629,SAN JACINTO
1597,1,2,15970102,2,Regreso al hogar/hogar,18.3,19,30.0,Auto conductor,327122,314003.0,74.16708094,6160561.884168484,600786.6063254342,6176603.141251344,603953.8239156866,No,Inter,Privado,Motorizado,30.0,19208.47467311239,159712,159701,Masculino,62,A+,74.16708094, ,59,314003,314003,3629,SAN JACINTO
1597,2,1,15970201,1,Visitar a alguien,10.3,"11,45",75.0,Auto conductor,314003,314104.0,74.16708094,6176603.141251344,603953.8239156866,6176625.956423653,602789.6424318394,No,Inter,Privado,Motorizado,75.0,1186.9966561562615,159721,159702,Femenino,62,A+,74.16708094, ,27,314003,314003,3629,SAN JACINTO
1597,2,2,15970202,13,Regreso al hogar/hogar,12.3,"12,4",10.0,Auto conductor,314104,314003.0,74.16708094,6176625.956423653,602789.6424318394,6176603.141251344,603953.8239156866,No,Inter,Privado,Motorizado,10.0,1186.9966561562615,159722,159702,Femenino,62,A+,74.16708094, ,27,314003,314003,3629,SAN JACINTO
1598,1,1,15980101,1,Compras (hogar),11.0,"11,1",10.0,Auto conductor,314104,314104.0,93.54292642,6176625.956423653,602789.6424318394,6176625.956423653,602789.6424318394,No,Intra,Privado,Motorizado,10.0,0.0,159811,159801,Masculino,45,M+,93.54292642, ,34,314104,314104,3629,SAN JACINTO
1598,1,2,15980102,6,Regreso al hogar/hogar,11.5,12,10.0,Auto conductor,314104,314104.0,93.54292642,6176625.956423653,602789.6424318394,6176625.956423653,602789.6424318394,No,Intra,Privado,Motorizado,10.0,0.0,159812,159801,Masculino,45,M+,93.54292642, ,34,314104,314104,3629,SAN JACINTO
1598,2,1,15980201,1,Compras (hogar),11.0,"11,1",10.0,Auto pasajero,314104,314104.0,93.54292642,6176625.956423653,602789.6424318394,6176625.956423653,602789.6424318394,No,Intra,Privado,Motorizado,10.0,0.0,159821,159802,Femenino,45,M+,93.54292642, ,30,314104,314104,3629,SAN JACINTO
1598,2,2,15980202,6,Regreso al hogar/hogar,11.5,12,10.0,Auto pasajero,314104,314104.0,93.54292642,6176625.956423653,602789.6424318394,6176625.956423653,602789.6424318394,No,Intra,Privado,Motorizado,10.0,0.0,159822,159802,Femenino,45,M+,93.54292642, ,30,314104,314104,3629,SAN JACINTO
1598,3,1,15980301,1,Estudios,12.5,"12,55",5.0,Auto pasajero,314104,314002.0,93.54292642,6176625.956423653,602789.6424318394,6176874.007079078,603596.6160864565,No,Inter,Privado,Motorizado,5.0,1055.0243100416847,159831,159803,Masculino,45,M+,93.54292642, ,5,314104,314104,3629,SAN JACINTO
1598,3,2,15980302,5,Regreso al hogar/hogar,17.0,"17,1",10.0,Auto pasajero,314002,314104.0,93.54292642,6176874.007079078,603596.6160864565,6176625.956423653,602789.6424318394,No,Inter,Privado,Motorizado,10.0,1055.0243100416847,159832,159803,Masculino,45,M+,93.54292642, ,5,314104,314104,3629,SAN JACINTO
1601,1,1,16010101,1,Trabajo,12.0,"12,5",50.0,Bus,116225,113213.0,480.0919041,6146796.35741101,565224.7618076121,6138479.030886301,566515.0719288713,No,Inter,Público,Motorizado,50.0,9607.636645968538,160111,160101,Femenino,40,M,480.0919041, ,57,116225,116225,1020,MONTEVIDEO
1601,1,2,16010102,2,Regreso al hogar/hogar,18.3,"19,4",70.0,Bus,113213,116225.0,480.0919041,6138479.030886301,566515.0719288713,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,70.0,9607.636645968538,160112,160101,Femenino,40,M,480.0919041, ,57,116225,116225,1020,MONTEVIDEO
1601,2,1,16010201,1,Trabajo,6.5,8,70.0,Bus,116225,115306.0,480.0919041,6146796.35741101,565224.7618076121,6137476.082862211,575429.9440419187,No,Inter,Público,Motorizado,70.0,19525.456783105386,160121,160102,Masculino,40,M,480.0919041, ,57,116225,116225,1020,MONTEVIDEO
1601,2,2,16010202,2,Regreso al hogar/hogar,16.0,"17,15",75.0,Bus,115306,116225.0,480.0919041,6137476.082862211,575429.9440419187,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,75.0,19525.456783105386,160122,160102,Masculino,40,M,480.0919041, ,57,116225,116225,1020,MONTEVIDEO
1601,3,1,16010301,1,Trabajo,6.5,"7,1",20.0,Bus,116225,116131.0,480.0919041,6146796.35741101,565224.7618076121,6146983.426265734,561183.8645376983,No,Inter,Público,Motorizado,20.0,4227.966124637867,160131,160103,Masculino,40,M,480.0919041, ,34,116225,116225,1020,MONTEVIDEO
1601,3,2,16010302,2,Regreso al hogar/hogar,15.15,"15,3",15.0,Bus,116131,116225.0,480.0919041,6146983.426265734,561183.8645376983,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,15.0,4227.966124637867,160132,160103,Masculino,40,M,480.0919041, ,34,116225,116225,1020,MONTEVIDEO
1601,3,3,16010303,1,Entretenimiento / ocio,16.0,"16,55",55.0,Bus,116225,106104.0,480.0919041,6146796.35741101,565224.7618076121,6137242.108362448,574148.468025506,No,Inter,Público,Motorizado,55.0,18477.955266455654,160133,160103,Masculino,40,M,480.0919041, ,34,116225,116225,1020,MONTEVIDEO
1601,3,4,16010304,15,Regreso al hogar/hogar,18.0,"19,15",75.0,Bus,106104,116225.0,480.0919041,6137242.108362448,574148.468025506,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,75.0,18477.955266455654,160134,160103,Masculino,40,M,480.0919041, ,34,116225,116225,1020,MONTEVIDEO
1601,4,1,16010401,1,Trabajo,6.1,7,50.0,Bus,116225,112026.0,480.0919041,6146796.35741101,565224.7618076121,6140595.595535815,574415.8303739213,No,Inter,Público,Motorizado,50.0,15391.8304415046,160141,160104,Femenino,40,M,480.0919041, ,28,116225,116225,1020,MONTEVIDEO
1601,4,2,16010402,2,Regreso al hogar/hogar,15.0,16,60.0,Bus,112026,116225.0,480.0919041,6140595.595535815,574415.8303739213,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,60.0,15391.8304415046,160142,160104,Femenino,40,M,480.0919041, ,28,116225,116225,1020,MONTEVIDEO
1602,1,1,16020101,1,Trabajo,7.0,"7,5",50.0,Bus,121229,112106.0,709.4098359,6146114.00013441,569362.4794049474,6141282.955250131,575576.1324742622,Si,Inter,Público,Motorizado,50.0,11044.69795359415,160211,160201,Masculino,45,M+,709.4098359, ,54,121229,121229,1020,MONTEVIDEO
1602,1,2,16020102,2,Regreso al hogar/hogar,15.0,16,60.0,Bus,112106,121229.0,709.4098359,6141282.955250131,575576.1324742622,6146114.00013441,569362.4794049474,No,Inter,Público,Motorizado,60.0,11044.69795359415,160212,160201,Masculino,45,M+,709.4098359, ,54,121229,121229,1020,MONTEVIDEO
1602,2,1,16020201,2,Regreso al hogar/hogar,7.0,"7,15",15.0,Auto pasajero,118115,121229.0,709.4098359,6136800.4202569295,577625.6845313974,6146114.00013441,569362.4794049474,Si,Inter,Privado,Motorizado,15.0,17576.785003930912,160221,160202,Masculino,45,M+,709.4098359, ,27,121229,121229,1020,MONTEVIDEO
1602,2,2,16020202,1,Sin_dato,15.0,"16,15",75.0,Bus,121229,118115.0,709.4098359,6146114.00013441,569362.4794049474,6136800.4202569295,577625.6845313974,No,Inter,Público,Motorizado,75.0,17576.785003930912,160222,160202,Masculino,45,M+,709.4098359, ,27,121229,121229,1020,MONTEVIDEO
1603,3,1,16030301,1,Trabajo,12.5,13,10.0,Moto conductor,116225,116225.0,468.1694855,6146796.35741101,565224.7618076121,6146796.35741101,565224.7618076121,No,Intra,Privado,Otro,10.0,0.0,160331,160303,Masculino,25,B+,468.1694855, ,21,116225,116225,1020,MONTEVIDEO
1603,3,2,16030302,2,Regreso al hogar/hogar,21.0,"21,1",10.0,Moto conductor,116225,116225.0,468.1694855,6146796.35741101,565224.7618076121,6146796.35741101,565224.7618076121,No,Intra,Privado,Otro,10.0,0.0,160332,160303,Masculino,25,B+,468.1694855, ,21,116225,116225,1020,MONTEVIDEO
1603,4,1,16030401,1,Entretenimiento / ocio,8.0,9,60.0,Bus,116225,109056.0,468.1694855,6146796.35741101,565224.7618076121,6149642.139477708,571687.4296177038,Si,Inter,Público,Motorizado,60.0,9308.449876789819,160341,160304,Masculino,25,B+,468.1694855,2,17,116225,116225,1020,MONTEVIDEO
1603,4,2,16030402,15,Regreso al hogar/hogar,11.3,13,90.0,Bus,109056,116225.0,468.1694855,6149642.139477708,571687.4296177038,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,90.0,9308.449876789819,160342,160304,Masculino,25,B+,468.1694855,2,17,116225,116225,1020,MONTEVIDEO
1603,5,1,16030501,1,Trabajo,7.3,8,30.0,Bus,116225,116008.0,468.1694855,6146796.35741101,565224.7618076121,6144099.732475237,568593.0462904853,Si,Inter,Público,Motorizado,30.0,6064.909418646363,160351,160305,Femenino,25,B+,468.1694855, ,44,116225,116225,1020,MONTEVIDEO
1603,5,2,16030502,2,Regreso al hogar/hogar,17.0,18,60.0,Bus,116008,116225.0,468.1694855,6144099.732475237,568593.0462904853,6146796.35741101,565224.7618076121,No,Inter,Público,Motorizado,60.0,6064.909418646363,160352,160305,Femenino,25,B+,468.1694855, ,44,116225,116225,1020,MONTEVIDEO
1604,2,1,16040201,1,Compras (hogar),13.3,"13,35",5.0,A pie hasta 10 cuadras,116042,116042.0,682.3056154,6145132.510502962,567630.1197500784,6145132.510502962,567630.1197500784,No,Intra,Privado,No Motorizado,5.0,0.0,160421,160402,Femenino,29,B+,682.3056154,4,68,116042,116042,1020,MONTEVIDEO
1604,2,2,16040202,6,Regreso al hogar/hogar,14.0,"14,05",5.0,A pie hasta 10 cuadras,116042,116042.0,682.3056154,6145132.510502962,567630.1197500784,6145132.510502962,567630.1197500784,No,Intra,Privado,No Motorizado,5.0,0.0,160422,160402,Femenino,29,B+,682.3056154,4,68,116042,116042,1020,MONTEVIDEO
1604,3,1,16040301,1,Compras (hogar),13.0,"13,3",30.0,A pie,116042,113037.0,682.3056154,6145132.510502962,567630.1197500784,6144176.678345202,566804.0956684002,No,Inter,Privado,No Motorizado,30.0,1781.8562394391047,160431,160403,Femenino,29,B+,682.3056154,1,44,116042,116042,1020,MONTEVIDEO
1604,3,2,16040302,6,Regreso al hogar/hogar,14.0,"14,3",30.0,A pie,113037,116042.0,682.3056154,6144176.678345202,566804.0956684002,6145132.510502962,567630.1197500784,No,Inter,Privado,No Motorizado,30.0,1781.8562394391047,160432,160403,Femenino,29,B+,682.3056154,1,44,116042,116042,1020,MONTEVIDEO
1604,4,1,16040401,1,Trabajo,5.0,"5,55",55.0,Bus,116042,123211.0,682.3056154,6145132.510502962,567630.1197500784,6139370.141515723,577536.4141142806,No,Inter,Público,Motorizado,55.0,15668.663351441151,160441,160404,Masculino,29,B+,682.3056154, ,30,116042,116042,1020,MONTEVIDEO
1604,4,2,16040402,2,Regreso al hogar/hogar,19.0,"20,3",90.0,Bus,123211,116042.0,682.3056154,6139370.141515723,577536.4141142806,6145132.510502962,567630.1197500784,No,Inter,Público,Motorizado,90.0,15668.663351441151,160442,160404,Masculino,29,B+,682.3056154, ,30,116042,116042,1020,MONTEVIDEO
1604,5,1,16040501,1,Estudios,7.3,8,30.0,A pie hasta 10 cuadras,116042,116009.0,682.3056154,6145132.510502962,567630.1197500784,6143730.43228783,567925.6368167455,Si,Inter,Privado,No Motorizado,30.0,1697.5952817995567,160451,160405,Femenino,29,B+,682.3056154, ,6,116042,116042,1020,MONTEVIDEO
1604,5,2,16040502,5,Regreso al hogar/hogar,16.0,"16,25",25.0,A pie hasta 10 cuadras,116009,116042.0,682.3056154,6143730.43228783,567925.6368167455,6145132.510502962,567630.1197500784,No,Inter,Privado,No Motorizado,25.0,1697.5952817995567,160452,160405,Femenino,29,B+,682.3056154, ,6,116042,116042,1020,MONTEVIDEO
1606,3,1,16060301,1,Estudios,7.0,"7,3",30.0,Bus,116042,116009.0,651.5220888,6145132.510502962,567630.1197500784,6143730.43228783,567925.6368167455,Si,Inter,Público,Motorizado,30.0,1697.5952817995567,160631,160603,Masculino,36,M-,651.5220888, ,13,116042,116042,1020,MONTEVIDEO
1606,3,2,16060302,5,Regreso al hogar/hogar,12.3,"13,15",45.0,Bus,116009,116042.0,651.5220888,6143730.43228783,567925.6368167455,6145132.510502962,567630.1197500784,No,Inter,Público,Motorizado,45.0,1697.5952817995567,160632,160603,Masculino,36,M-,651.5220888, ,13,116042,116042,1020,MONTEVIDEO
1606,3,3,16060303,1,Entretenimiento / ocio,16.0,17,60.0,Bus,116042,120039.0,651.5220888,6145132.510502962,567630.1197500784,6142293.973426571,572604.4936878927,No,Inter,Público,Motorizado,60.0,7812.911014205543,160633,160603,Masculino,36,M-,651.5220888, ,13,116042,116042,1020,MONTEVIDEO
1606,3,4,16060304,15,Regreso al hogar/hogar,19.0,20,60.0,Bus,120039,116042.0,651.5220888,6142293.973426571,572604.4936878927,6145132.510502962,567630.1197500784,No,Inter,Público,Motorizado,60.0,7812.911014205543,160634,160603,Masculino,36,M-,651.5220888, ,13,116042,116042,1020,MONTEVIDEO
1607,1,1,16070101,2,Regreso al hogar/hogar,6.3,7,30.0,Bicicleta,121129,116028.0,156.4953657,6145627.012927316,570295.1450279494,6144582.151005204,565258.7285065148,No,Inter,Privado,No Motorizado,30.0,6081.278443546849,160711,160701,Masculino,19,B-,156.4953657, ,32,116028,116028,1020,MONTEVIDEO
1607,1,2,16070102,1,Entretenimiento / ocio,9.3,11,90.0,Bus,116028,116038.0,156.4953657,6144582.151005204,565258.7285065148,6145563.435718425,555490.4947736269,No,Inter,Público,Motorizado,90.0,10749.518446108676,160712,160701,Masculino,19,B-,156.4953657, ,32,116028,116028,1020,MONTEVIDEO
1607,1,3,16070103,15,Regreso al hogar/hogar,14.35,16,85.0,Bus,116038,116028.0,156.4953657,6145563.435718425,555490.4947736269,6144582.151005204,565258.7285065148,No,Inter,Público,Motorizado,85.0,10749.518446108676,160713,160701,Masculino,19,B-,156.4953657, ,32,116028,116028,1020,MONTEVIDEO
1607,2,1,16070201,1,Entretenimiento / ocio,9.3,11,90.0,Bus,116028,116038.0,156.4953657,6144582.151005204,565258.7285065148,6145563.435718425,555490.4947736269,No,Inter,Público,Motorizado,90.0,10749.518446108676,160721,160702,Femenino,19,B-,156.4953657,3,26,116028,116028,1020,MONTEVIDEO
1607,2,2,16070202,15,Regreso al hogar/hogar,14.35,16,85.0,Bus,116038,116028.0,156.4953657,6145563.435718425,555490.4947736269,6144582.151005204,565258.7285065148,No,Inter,Público,Motorizado,85.0,10749.518446108676,160722,160702,Femenino,19,B-,156.4953657,3,26,116028,116028,1020,MONTEVIDEO
1608,1,1,16080101,1,Visitar a alguien,14.3,"15,45",75.0,Bus,113236,118031.0,190.9593058,6143150.40841256,566876.2702347746,6138247.236486366,576570.5878538524,No,Inter,Público,Motorizado,75.0,14597.489545271732,160811,160801,Masculino,40,M,190.9593058, ,58,113236,113236,1020,MONTEVIDEO
1608,1,2,16080102,13,Regreso al hogar/hogar,19.4,"20,55",75.0,Bus,118031,113236.0,190.9593058,6138247.236486366,576570.5878538524,6143150.40841256,566876.2702347746,No,Inter,Público,Motorizado,75.0,14597.489545271732,160812,160801,Masculino,40,M,190.9593058, ,58,113236,113236,1020,MONTEVIDEO
1608,2,1,16080201,1,Trabajo,10.3,"11,45",75.0,Bus,113236,107204.0,190.9593058,6143150.40841256,566876.2702347746,6137444.265425521,574888.633066106,No,Inter,Público,Motorizado,75.0,13718.50581837038,160821,160802,Femenino,40,M,190.9593058, ,21,113236,113236,1020,MONTEVIDEO
1608,2,2,16080202,2,Regreso al hogar/hogar,18.0,"19,15",75.0,Bus,107204,113236.0,190.9593058,6137444.265425521,574888.633066106,6143150.40841256,566876.2702347746,No,Inter,Público,Motorizado,75.0,13718.50581837038,160822,160802,Femenino,40,M,190.9593058, ,21,113236,113236,1020,MONTEVIDEO
1609,2,1,16090201,1,Trabajo,12.0,"12,05",5.0,Auto pasajero,116005,121244.0,522.3824139,6145020.349458593,568852.4944893611,6144072.581836372,571341.1772179607,No,Inter,Privado,Motorizado,5.0,3436.450350820902,160921,160902,Masculino,22,B+,522.3824139, ,20,116005,116005,1020,MONTEVIDEO
1609,2,2,16090202,2,Regreso al hogar/hogar,15.4,16,20.0,Auto pasajero,121244,116005.0,522.3824139,6144072.581836372,571341.1772179607,6145020.349458593,568852.4944893611,No,Inter,Privado,Motorizado,20.0,3436.450350820902,160922,160902,Masculino,22,B+,522.3824139, ,20,116005,116005,1020,MONTEVIDEO
1610,1,1,16100101,1,Trabajo,8.0,"8,3",30.0,Bus,120020,110226.0,673.0830045,6142331.0074246,571085.3864900661,6138872.631710082,580165.5839167709,Si,Inter,Público,Motorizado,30.0,12538.573141222936,161011,161001,Masculino,57,A-,673.0830045, ,54,120020,120020,1020,MONTEVIDEO
1610,1,2,16100102,2,Regreso al hogar/hogar,18.0,20,120.0,Bus,110226,120020.0,673.0830045,6138872.631710082,580165.5839167709,6142331.0074246,571085.3864900661,No,Inter,Público,Motorizado,120.0,12538.573141222936,161012,161001,Masculino,57,A-,673.0830045, ,54,120020,120020,1020,MONTEVIDEO
1610,2,1,16100201,1,Trabajo,13.3,"13,4",10.0,Auto conductor,120020,121034.0,673.0830045,6142331.0074246,571085.3864900661,6144139.348530418,572925.8354628516,No,Inter,Privado,Motorizado,10.0,3648.7900786033133,161021,161002,Femenino,57,A-,673.0830045, ,55,120020,120020,1020,MONTEVIDEO
1610,2,2,16100202,2,Trabajo,19.3,20,30.0,Auto conductor,121034,115105.0,673.0830045,6144139.348530418,572925.8354628516,6137714.4388853535,575581.1144769145,No,Inter,Privado,Motorizado,30.0,9080.188659127685,161022,161002,Femenino,57,A-,673.0830045, ,55,120020,120020,1020,MONTEVIDEO
1610,2,3,16100203,2,Regreso al hogar/hogar,26.0,"26,2",20.0,Auto conductor,115105,120020.0,673.0830045,6137714.4388853535,575581.1144769145,6142331.0074246,571085.3864900661,No,Inter,Privado,Motorizado,20.0,9112.296526095364,161023,161002,Femenino,57,A-,673.0830045, ,55,120020,120020,1020,MONTEVIDEO
1610,3,1,16100301,1,Trabajo,8.0,"8,2",20.0,Bus,120020,119101.0,673.0830045,6142331.0074246,571085.3864900661,6139405.20714176,574671.0546808096,Si,Inter,Público,Motorizado,20.0,6511.468473584158,161031,161003,Femenino,57,A-,673.0830045, ,19,120020,120020,1020,MONTEVIDEO
1610,3,2,16100302,2,Regreso al hogar/hogar,16.0,"16,3",30.0,Bus,119101,120020.0,673.0830045,6139405.20714176,574671.0546808096,6142331.0074246,571085.3864900661,No,Inter,Público,Motorizado,30.0,6511.468473584158,161032,161003,Femenino,57,A-,673.0830045, ,19,120020,120020,1020,MONTEVIDEO
